latitude,longitude,frp,year
29.81464,-83.59584,20.87,2000
29.96206,-83.61268,17.92,2016
30.15084,-83.60197,23.3,2000
30.23312,-83.44479,9.93,2012
29.93496,-83.59232,19.53,2013
30.37194,-83.54282,17.21,2020
30.25859,-83.7584,13.11,2017
30.17488,-83.27508,21.02,2005
29.98721,-83.48622,27.07,2016
30.05142,-83.70481,22.92,2003
30.1073,-83.30394,17.28,2005
30.34149,-83.41831,34.52,2010
29.84393,-83.82612,25.41,2006
30.18147,-83.48191,29.2,2015
29.86135,-83.44837,26.19,2008
30.12227,-83.85321,30.54,2004
29.97096,-83.56244,27.74,2001
30.15814,-83.24817,29.63,2022
30.08496,-83.60388,23.71,2021
29.77945,-83.58768,24.56,2011
30.0412,-83.71678,20.69,2003
29.82717,-83.73896,20.87,2022
30.21655,-83.5482,17.69,2003
29.79705,-83.96518,22.96,2004
30.24682,-83.55603,18.75,2019
30.43739,-83.76797,34.08,2009
30.08216,-83.43012,20.12,2007
30.31289,-83.84498,33.39,2010
29.97619,-83.53139,28.81,2001
30.21593,-83.99813,17.88,2006
30.12281,-83.77582,29.24,2021
29.85849,-83.58332,25.92,2010
29.94618,-83.27087,30.41,2002
30.08933,-83.44568,26.18,2017
30.32148,-83.71418,23.91,2020
29.67305,-83.98192,20.61,2000
29.84638,-83.598,19.42,2022
29.95328,-83.5044,29.83,2015
30.04965,-83.62362,20.41,2015
30.19389,-83.57544,21.32,2011
30.05998,-83.46349,32.81,2014
29.71668,-83.43609,21.88,2009
30.37912,-83.79151,30.75,2005
30.04275,-83.60291,32.35,2013
30.09793,-83.34884,20.37,2019
30.17127,-83.32573,24.83,2002
30.09987,-83.48138,19.14,2011
30.3752,-83.54652,27.78,2020
30.258,-83.84452,26.36,2005
30.11533,-83.57464,28.01,2008
29.91874,-83.57332,25.97,2009
30.16148,-83.47538,24.03,2008
30.09102,-83.58861,19.9,2020
30.12219,-83.55331,23.48,2009
30.12867,-83.65511,14.46,2022
29.99835,-83.58046,24.53,2022
30.03659,-83.71145,30.95,2012
30.27539,-83.48237,23.21,2016
30.13952,-83.8431,22.06,2003
29.96586,-83.35765,34.15,2019
30.23866,-83.61839,17.33,2011
29.93645,-83.49519,27.56,2019
29.86354,-83.56754,16.72,2014
30.03597,-83.65221,27.93,2011
30.045,-83.71176,19.36,2016
30.01821,-83.72811,18.76,2006
29.83183,-83.55247,12.49,2019
30.28337,-83.50389,17.71,2015
30.17084,-83.27108,30.28,2004
29.76214,-83.54379,25.24,2010
30.23507,-83.68999,24.49,2019
29.96847,-83.80124,23.65,2021
30.20428,-83.5344,33.27,2000
30.01936,-83.51596,26.43,2010
30.09591,-83.67294,11.82,2012
30.14781,-83.71193,20.23,2003
29.95553,-83.42431,31.45,2005
30.15548,-83.87508,26.4,2008
29.82651,-83.50106,30.93,2003
30.0083,-83.5822,24.54,2010
30.03065,-83.32159,24.39,2002
30.05728,-83.6236,27.97,2020
30.0184,-83.45079,18.83,2009
30.1451,-83.46467,23.97,2007
29.97419,-83.63423,12.62,2022
30.00251,-83.37716,24.16,2022
30.01987,-83.50715,26.18,2008
30.2601,-83.32181,20.85,2019
30.13375,-83.40432,25.64,2010
30.19772,-83.63116,22.35,2007
30.08891,-83.59925,19.13,2011
30.01662,-83.60729,26.81,2016
29.94622,-83.39376,23.91,2020
30.06562,-83.46486,18.99,2001
30.11923,-83.68468,36.59,2013
30.17723,-83.70738,27.53,2014
29.97368,-83.5803,28.61,2006
30.2433,-83.4007,16.42,2007
29.91009,-83.42842,22.07,2021
30.05164,-83.70339,29.17,2000
30.00084,-83.71093,12.63,2009
29.92522,-83.52344,15.05,2010
30.10894,-83.43025,15.41,2016
29.95186,-83.72384,25.03,2014
30.10227,-83.75643,24.75,2008
30.08821,-83.76975,29.38,2005
30.22064,-83.53767,28.46,2010
30.14109,-83.41198,24.36,2011
30.11647,-83.56456,24.09,2020
29.69618,-83.54377,23.25,2003
29.90795,-83.54746,27.92,2012
30.15697,-83.44495,30.58,2014
30.04161,-83.77241,37.77,2016
30.00619,-83.76089,26.55,2002
30.00771,-83.62264,21.89,2020
30.13184,-83.66003,32.76,2002
30.06278,-83.69127,25.66,2009
30.27165,-83.80875,21.32,2011
30.0772,-83.67364,22.08,2003
29.74967,-83.76233,28.96,2008
29.8256,-83.7962,29.81,2004
30.05694,-83.79544,19.66,2000
29.88801,-83.56157,26.43,2018
29.93728,-83.69543,22.04,2022
29.8903,-83.72474,27.77,2022
30.14059,-83.61555,27.04,2007
30.10571,-83.70967,16.56,2021
30.13855,-83.04251,26.06,2017
30.16416,-83.67017,18.86,2001
30.21018,-83.78405,30.06,2015
30.13311,-83.59857,22.79,2010
30.03076,-83.61948,17.85,2015
30.23515,-83.49757,23.2,2017
29.72375,-83.65443,19.36,2020
29.84824,-83.63062,26.76,2015
30.05472,-83.81827,30.9,2007
29.90321,-83.65633,11.78,2008
30.19659,-83.57621,14.62,2005
30.38525,-83.4906,28.67,2009
30.14876,-83.66453,13.85,2022
30.15622,-83.43642,5.9,2016
30.08202,-83.63227,22.45,2020
30.14574,-83.73681,13.31,2022
30.1408,-83.88352,27.77,2015
29.64511,-83.68129,30.15,2000
30.12002,-83.6225,37.11,2016
30.07929,-83.83999,33.9,2002
29.81159,-83.73085,20.08,2009
30.15,-83.27721,24.45,2002
30.09665,-83.75796,31.57,2022
30.15494,-83.64316,24.23,2018
30.44048,-83.6282,18.47,2011
30.21211,-83.52824,28.16,2013
30.07447,-83.5487,14.98,2015
30.20384,-83.63435,26.42,2008
29.94726,-83.62346,18.2,2002
30.31725,-83.54362,18.96,2004
29.80582,-83.46306,20.86,2001
30.25761,-83.57767,31.49,2003
30.27067,-83.55317,26.13,2014
29.95243,-83.84611,15.78,2022
29.7346,-83.89047,29.06,2015
30.04016,-83.45492,20.88,2002
29.89662,-83.8647,25.09,2000
29.85739,-83.54338,27.74,2011
30.14916,-83.45464,24.87,2017
29.91323,-83.54405,33.22,2004
30.28222,-83.5941,17.47,2009
30.07853,-83.59493,15.2,2002
29.99443,-83.74614,23.41,2012
29.76914,-83.47482,18.36,2021
29.99331,-83.76802,20.75,2016
29.92398,-83.45372,19.82,2006
29.90368,-83.72574,30.42,2018
30.11022,-83.41272,32.44,2017
30.1812,-83.50142,14.65,2019
30.01138,-83.51034,21.76,2002
30.10042,-83.69626,30.12,2001
30.05153,-83.71624,20.11,2011
29.91284,-83.71349,34.63,2016
30.11349,-83.61801,14.3,2002
29.96044,-83.57476,26.31,2018
30.02562,-83.86452,23.07,2007
30.15267,-83.64007,22.18,2022
29.74686,-83.52561,23.14,2013
30.06454,-83.79948,26.27,2016
30.06,-83.84129,23.71,2021
29.7851,-83.76962,24.1,2008
30.14594,-83.6396,39.54,2016
30.20934,-83.92716,27.08,2009
29.95338,-83.61651,30.42,2019
29.94575,-83.77179,34.63,2005
29.99747,-83.68811,22.52,2022
30.12004,-83.66143,28.64,2008
30.37992,-83.4742,18.44,2009
30.09514,-83.79613,24.76,2006
29.93668,-83.61821,27.6,2004
30.29075,-83.72285,20.06,2015
30.03862,-83.59734,24.2,2013
29.95263,-83.66124,22.85,2010
29.91068,-83.43909,25.57,2010
30.19796,-83.52943,22.49,2021
30.32446,-83.60958,43.31,2008
30.28879,-83.82385,20.6,2011
30.02679,-83.84664,24.05,2013
30.00972,-83.50486,28.11,2009
30.08116,-83.49544,20.52,2001
29.97493,-83.8141,27.91,2018
30.13414,-83.57753,16.46,2011
29.83987,-83.62186,25.47,2004
29.78192,-83.79939,8.61,2005
30.31711,-83.62563,17.75,2009
30.1026,-83.61277,27.24,2004
29.99801,-83.70864,28.0,2005
29.86558,-83.66466,24.72,2012
30.20003,-83.57829,24.48,2000
30.11192,-83.80186,32.57,2012
30.06531,-83.5572,27.85,2022
30.30699,-83.59669,15.21,2018
29.78511,-83.76757,25.3,2022
30.01059,-83.56437,16.26,2013
29.95788,-83.85377,36.49,2017
30.05641,-83.76466,21.66,2010
30.20218,-83.75403,14.74,2006
30.04883,-83.63627,35.08,2001
30.09816,-83.43194,27.29,2011
30.08007,-83.34943,30.25,2022
29.90162,-83.58391,32.49,2014
29.95285,-83.69824,28.63,2014
30.25062,-83.60849,24.2,2011
30.15475,-83.67857,21.12,2022
30.06026,-83.44068,22.95,2012
30.00905,-83.53998,21.9,2020
30.08432,-83.64706,28.39,2006
29.96028,-83.56379,21.62,2001
29.94117,-83.75068,14.74,2009
29.69967,-83.49807,16.22,2021
30.10034,-83.86144,23.45,2004
30.20423,-83.42322,19.62,2020
30.05433,-83.77806,15.21,2012
29.82439,-83.67973,23.04,2018
29.97394,-83.60767,25.98,2011
29.91299,-83.45725,6.78,2011
30.09747,-83.32895,23.91,2018
30.36914,-83.54829,27.34,2003
30.11174,-83.93249,21.3,2000
29.82369,-83.8156,23.93,2020
30.12427,-83.31689,41.37,2001
29.91123,-83.73162,25.63,2009
29.94224,-83.28903,18.23,2014
30.10187,-83.58701,23.11,2008
29.90317,-83.27525,18.16,2005
30.22148,-83.61553,28.57,2012
30.20931,-83.55734,15.37,2006
29.92064,-83.41941,24.35,2005
30.40325,-83.40064,25.94,2017
30.22962,-83.64645,30.7,2017
30.08961,-84.0879,11.14,2017
29.90714,-83.85704,25.65,2008
30.08338,-83.73043,18.3,2014
29.98353,-83.28828,34.37,2005
29.92484,-83.74423,27.56,2008
29.88689,-83.25296,36.72,2011
29.81164,-83.57359,19.78,2005
30.05017,-83.62993,26.13,2011
29.87409,-83.66941,12.35,2017
29.99096,-83.59138,20.77,2017
30.21835,-83.59243,21.25,2012
29.93517,-83.70557,18.11,2013
29.93671,-83.6498,28.16,2000
30.07801,-83.38325,28.3,2013
29.844,-83.46659,31.12,2008
30.05781,-83.48113,22.81,2019
30.14958,-83.66412,26.21,2011
30.04583,-83.63204,22.82,2001
29.87192,-83.74748,23.08,2003
30.17691,-83.5551,24.19,2003
30.05381,-83.53465,19.86,2018
29.90928,-83.5569,21.08,2003
30.11073,-83.59883,21.08,2007
30.12253,-83.54527,21.53,2006
30.21863,-83.55793,23.93,2013
30.18549,-83.59142,16.26,2001
30.31444,-83.64252,23.17,2021
30.13453,-83.16653,34.08,2015
30.12913,-83.70706,25.34,2001
29.98569,-83.65346,21.65,2010
29.9501,-83.6345,31.2,2010
29.80015,-83.62522,26.48,2008
30.20506,-83.67702,11.5,2002
29.95691,-83.59624,25.53,2000
30.24279,-83.55686,30.96,2013
30.12278,-83.83382,21.7,2001
30.18035,-83.71548,19.66,2006
29.92879,-83.60251,13.72,2002
29.98204,-83.5732,31.87,2013
30.05772,-83.56325,18.28,2018
30.15253,-83.2751,32.06,2015
29.99808,-83.61222,24.82,2017
30.34036,-83.57416,31.14,2001
29.8745,-83.74905,23.72,2020
30.11867,-83.49332,30.77,2009
29.82022,-84.05285,28.41,2003
30.05597,-83.70271,29.63,2000
29.94184,-83.50675,32.16,2014
30.10023,-83.72199,25.4,2022
29.87315,-83.75613,25.6,2004
30.1772,-83.69029,19.58,2004
30.07919,-83.53058,25.69,2012
29.93364,-83.5916,17.64,2002
30.03267,-83.68047,19.56,2014
30.07644,-83.35987,27.12,2011
29.85189,-83.72763,22.58,2007
30.20306,-83.56792,30.8,2002
30.00751,-83.7115,23.59,2004
29.98681,-83.53557,33.09,2015
29.78221,-83.62062,24.44,2011
29.94111,-83.50787,26.88,2017
30.19507,-83.563,21.03,2019
30.1162,-83.68923,26.54,2013
30.04643,-83.44337,26.34,2019
29.83279,-83.54296,20.84,2015
30.07106,-83.75746,17.81,2006
30.03441,-83.27329,25.67,2004
29.82323,-83.61971,19.37,2013
30.0829,-83.48716,21.62,2017
30.12361,-83.42321,35.06,2016
29.88462,-83.50032,20.34,2004
30.06358,-83.7223,30.43,2016
30.01886,-83.41678,31.06,2011
30.06415,-83.77333,14.7,2011
29.97483,-83.57309,28.64,2009
30.17893,-83.71829,26.14,2003
30.02717,-83.61843,31.26,2017
30.09533,-83.67354,22.19,2012
30.18392,-83.41906,28.83,2003
30.0334,-83.75342,24.72,2011
29.83967,-83.64383,19.96,2019
30.02574,-83.62715,22.97,2012
29.89007,-83.50095,26.05,2003
30.21789,-83.574,14.38,2006
30.19337,-83.43318,28.54,2022
30.14717,-83.5407,34.67,2017
30.31607,-83.74047,20.66,2010
30.08148,-83.48646,26.29,2009
30.03417,-83.59526,16.92,2013
29.73774,-83.64222,36.91,2020
29.97498,-83.68041,30.8,2002
29.96307,-83.74413,23.44,2019
30.02807,-83.63871,34.13,2022
30.10264,-83.65458,34.48,2005
30.15951,-83.51348,19.48,2018
29.85384,-83.43347,23.39,2022
30.26095,-83.61533,20.59,2006
30.01056,-83.8108,23.98,2013
30.06492,-83.70639,18.02,2010
29.87589,-83.71772,31.79,2005
30.15393,-83.38809,17.08,2022
30.19282,-83.39259,33.19,2017
29.86764,-83.57266,26.13,2002
30.0022,-83.7323,26.46,2019
30.20968,-83.77859,17.62,2003
29.82811,-83.59941,26.02,2007
30.18369,-83.42392,24.88,2010
29.95017,-83.82183,18.73,2020
29.81895,-83.3997,29.37,2009
30.16549,-83.80335,30.73,2006
29.89543,-83.75267,31.42,2013
30.28991,-83.56808,25.55,2001
30.02901,-83.35017,21.89,2015
29.91067,-83.8215,22.15,2021
29.98441,-83.43344,27.75,2010
29.91073,-83.53656,24.12,2002
30.01646,-83.69735,18.82,2017
30.2678,-83.77648,43.67,2005
30.0999,-83.49225,14.78,2015
29.93013,-83.51436,16.2,2011
29.98193,-83.45746,23.01,2001
30.01074,-83.82053,19.1,2013
30.10013,-83.58922,31.39,2008
30.04777,-83.19858,19.85,2013
30.18846,-83.58541,25.0,2011
29.90567,-83.87327,20.26,2018
30.05643,-83.93998,24.26,2002
30.09305,-83.54708,31.73,2010
30.09397,-83.63983,21.78,2022
29.94273,-83.61879,21.68,2017
30.07369,-83.69922,34.39,2004
30.29668,-83.60082,17.72,2000
29.96662,-83.52017,15.59,2020
29.87261,-83.64321,22.52,2008
30.25125,-83.70463,22.97,2003
29.91447,-83.6883,22.64,2008
30.19981,-83.87899,39.85,2022
30.28557,-83.45685,27.28,2013
29.71617,-83.6612,7.57,2005
30.14095,-83.43245,16.65,2015
30.2688,-83.75802,26.28,2009
29.84751,-83.51706,21.79,2013
30.08584,-83.67689,16.98,2003
30.2142,-83.71795,25.36,2016
29.82582,-83.56189,17.36,2007
29.98577,-83.78458,23.74,2007
30.12381,-83.45563,6.45,2006
30.13141,-83.7199,25.36,2012
30.16044,-83.58966,27.01,2018
30.05608,-83.50024,28.65,2021
30.19979,-83.70607,27.42,2004
29.98726,-83.85352,24.91,2005
29.81104,-83.64839,24.49,2011
30.07855,-83.28537,28.46,2009
30.24349,-83.9074,23.82,2016
30.04654,-83.41775,26.02,2015
30.22157,-83.54677,24.81,2002
29.85125,-83.45511,18.48,2002
30.07226,-83.75615,19.86,2008
30.0418,-83.68594,27.63,2010
30.03051,-83.43801,11.96,2002
30.08588,-83.5117,24.36,2003
29.77466,-83.79053,21.87,2017
30.32903,-83.67119,21.11,2017
29.93942,-83.71682,26.93,2003
29.78174,-83.581,16.05,2003
29.77971,-83.42635,26.41,2017
30.11599,-83.85643,19.17,2010
30.07479,-83.35702,22.09,2005
29.96271,-83.57613,23.64,2017
29.92902,-83.55166,25.18,2006
30.11636,-83.75334,5.0,2013
29.77608,-83.57696,21.96,2009
30.1207,-83.66912,21.94,2018
30.1524,-83.80768,21.07,2003
29.85103,-83.59514,21.05,2010
29.91494,-83.71931,26.44,2008
30.0498,-83.81684,30.1,2017
29.86393,-83.78717,13.5,2014
30.13817,-83.59615,24.07,2022
29.87278,-83.63566,18.03,2019
29.96281,-83.80137,19.72,2000
30.05983,-83.46684,23.73,2013
29.8678,-83.58615,28.43,2005
30.16069,-83.77646,23.27,2019
30.02879,-83.35974,22.08,2001
30.09336,-83.90255,10.61,2021
29.98427,-83.4381,22.95,2016
30.03515,-83.51205,27.33,2012
29.84996,-83.44053,21.82,2007
29.8413,-83.69138,38.16,2016
29.93114,-83.80946,23.36,2004
29.86339,-83.48317,15.15,2014
30.03182,-83.89385,19.27,2014
29.93708,-83.56364,17.62,2001
30.29205,-83.40146,28.19,2010
30.19012,-83.50603,13.9,2017
30.13336,-83.60561,34.28,2012
30.2906,-83.70717,30.56,2007
29.88034,-83.65328,25.89,2001
30.16617,-83.54118,29.2,2000
30.03493,-83.49084,18.47,2004
29.97662,-83.64904,18.43,2012
30.32389,-83.56042,22.52,2000
30.04126,-83.35038,27.92,2017
29.98356,-83.44877,22.19,2009
29.93071,-83.50586,25.69,2018
29.83846,-83.67986,21.45,2015
29.90968,-83.51633,22.45,2014
30.06038,-83.55165,14.5,2011
29.92945,-83.4094,27.02,2017
30.17423,-83.55165,34.63,2009
29.88758,-83.48492,21.25,2009
29.9123,-83.77117,24.11,2001
30.05532,-83.6052,20.81,2000
29.9625,-83.69493,13.56,2006
30.04522,-83.76435,26.2,2021
30.03758,-83.58073,25.32,2020
29.95325,-83.53346,21.0,2005
29.91601,-83.48888,24.32,2017
29.98825,-83.69692,32.35,2021
29.78043,-83.52719,19.58,2015
30.0006,-83.58946,40.33,2001
29.99783,-83.61309,25.5,2014
30.24567,-83.87983,24.7,2008
30.25472,-83.62141,28.69,2003
30.1717,-83.49687,19.04,2014
29.82046,-83.4251,26.07,2015
30.07248,-83.59642,16.72,2006
29.97417,-83.46617,29.17,2003
30.11682,-83.47273,24.64,2003
29.86558,-83.37773,25.14,2007
30.06585,-83.66243,27.92,2016
29.88344,-83.49687,24.1,2020
29.97737,-83.50895,27.22,2009
30.20217,-83.81438,14.62,2008
30.19722,-83.77413,28.53,2015
30.00358,-83.56947,15.31,2021
29.91794,-83.78829,27.93,2010
29.97814,-83.7865,22.68,2007
30.04323,-83.56142,21.51,2004
30.08331,-83.61768,32.63,2014
30.1152,-83.8158,26.18,2001
30.17522,-83.6509,23.02,2001
30.34653,-83.70374,17.74,2004
30.28286,-83.74821,22.64,2000
30.04947,-83.69717,23.14,2005
30.12832,-83.889,24.33,2007
30.0208,-83.75728,31.26,2000
29.84275,-83.78736,19.91,2009
29.94041,-83.45656,27.15,2008
29.8589,-83.56429,20.65,2001
29.86137,-83.56301,34.49,2012
29.855,-83.81801,21.82,2005
30.16255,-83.43502,16.71,2005
30.05161,-83.36532,9.45,2015
30.32314,-83.53528,15.56,2016
30.10703,-83.25643,29.8,2005
30.15579,-83.8235,23.13,2015
30.09084,-83.79264,28.01,2011
29.97786,-83.42623,29.25,2018
30.11087,-83.64382,19.17,2019
30.06647,-83.62935,30.73,2001
30.03715,-83.66445,14.66,2000
29.9402,-83.40535,19.88,2018
29.99991,-83.37663,31.53,2009
30.39358,-83.76475,25.29,2014
29.96935,-83.41932,25.39,2005
29.9085,-83.80044,31.31,2017
29.86506,-83.21086,27.41,2012
30.07486,-83.71696,27.23,2020
30.02412,-83.43328,30.48,2003
30.08128,-83.43909,23.87,2005
29.85032,-83.46799,26.58,2000
30.17324,-83.70072,18.04,2010
29.9763,-83.69107,18.69,2001
30.01866,-83.62822,21.25,2020
30.26465,-83.75717,24.43,2016
30.04716,-83.53623,14.1,2015
29.93532,-83.69329,29.57,2007
30.03166,-83.72151,29.7,2007
29.979,-83.56747,20.56,2011
29.88959,-83.49453,32.36,2014
30.20587,-83.46536,28.3,2020
29.93269,-83.52867,31.58,2003
29.98764,-83.52509,23.97,2001
29.89087,-83.47524,26.27,2012
30.26664,-83.57749,25.51,2013
30.03633,-83.42244,20.72,2020
30.05113,-83.44212,23.12,2010
30.15015,-83.78298,10.91,2022
30.24633,-83.99653,18.87,2006
29.92801,-83.95592,24.65,2013
30.02307,-83.49296,28.84,2020
30.16915,-83.79063,16.64,2003
30.0003,-83.49981,30.1,2010
29.97218,-83.53511,23.34,2013
29.90952,-83.5314,19.11,2004
30.16943,-83.4941,14.24,2020
29.95117,-83.84487,18.5,2014
29.81164,-83.72081,23.5,2012
29.93898,-83.76558,19.56,2003
30.17758,-83.5376,25.41,2017
29.95146,-83.73281,28.68,2009
30.17138,-83.33093,16.39,2018
30.14653,-83.44392,18.39,2004
30.224,-83.52029,14.35,2004
30.44944,-83.623,16.13,2012
30.00045,-83.75214,20.57,2012
29.78516,-83.66737,25.29,2004
30.07615,-83.51506,23.7,2009
30.23383,-83.59607,20.42,2020
29.99168,-83.68186,29.63,2012
30.33766,-83.88216,27.89,2007
30.15606,-83.72436,27.28,2020
30.30573,-83.60956,22.41,2007
29.87731,-83.68606,29.29,2010
29.96924,-83.65915,26.34,2000
30.12652,-83.63167,16.95,2009
30.14158,-83.55512,19.74,2009
30.22855,-83.45922,27.03,2019
29.95839,-83.4617,20.53,2004
30.36119,-83.86551,20.58,2017
30.10584,-83.64754,16.8,2005
29.92285,-83.5956,28.54,2013
30.25853,-83.65249,18.23,2002
30.14152,-83.66878,25.55,2001
29.89827,-83.62851,17.53,2009
29.70316,-83.527,20.56,2020
29.91459,-83.48892,21.86,2009
29.90454,-83.63062,26.67,2016
30.24166,-83.57265,32.85,2002
30.08082,-83.5506,26.36,2008
30.14021,-83.53582,15.53,2007
29.96906,-83.87174,21.73,2003
30.12636,-83.60632,23.8,2004
30.04873,-83.4922,27.86,2004
30.0043,-83.58313,20.37,2022
29.97634,-83.45162,20.11,2015
30.023,-83.75911,20.27,2017
29.91054,-83.49774,31.2,2017
30.28926,-83.25043,20.63,2009
29.8643,-83.86988,30.73,2005
29.75302,-83.55096,25.41,2005
30.13349,-83.60927,22.45,2018
30.14045,-83.60904,22.81,2002
30.13439,-83.83695,12.07,2017
30.03275,-83.50167,22.67,2010
29.99934,-83.58108,31.63,2003
30.04361,-83.69775,32.67,2022
29.90828,-83.77921,23.88,2000
30.23412,-83.36699,22.77,2001
29.89637,-83.44038,27.75,2004
29.98675,-83.72671,27.55,2001
30.21623,-83.75694,18.47,2001
30.12638,-83.41632,12.06,2017
30.23235,-83.82788,14.1,2012
30.09783,-83.58663,34.16,2007
30.09459,-83.54011,22.84,2007
29.95644,-83.50895,29.36,2022
30.22842,-83.60124,34.56,2000
30.13309,-83.71193,39.3,2019
30.04445,-83.60615,25.42,2021
30.21915,-83.36314,28.66,2017
29.85829,-83.46565,20.79,2013
30.17402,-83.52766,21.49,2011
29.97042,-83.40841,27.08,2009
29.99761,-83.4428,27.41,2002
30.10794,-83.89215,36.55,2012
29.85829,-83.79076,25.68,2019
29.85659,-83.87307,28.65,2017
30.09841,-83.60522,17.42,2002
29.96974,-83.79882,22.42,2003
29.91432,-83.62698,30.62,2018
30.16287,-83.56352,23.59,2015
30.20009,-83.75471,24.13,2002
30.12508,-83.29706,21.61,2021
29.98463,-83.52795,20.2,2009
30.27066,-83.66786,25.1,2010
30.34018,-83.6218,30.12,2013
29.90474,-83.91967,19.17,2015
30.14248,-83.61956,24.83,2014
30.09548,-83.64038,23.79,2001
30.0738,-83.5906,25.02,2011
29.79032,-83.81175,28.1,2000
29.97767,-83.81423,28.65,2018
30.05471,-83.49832,34.71,2003
30.37612,-83.79934,16.5,2012
30.00363,-83.68062,24.78,2007
30.11357,-83.31486,42.55,2009
30.05433,-83.70391,23.18,2018
30.11585,-83.54932,25.75,2018
30.10118,-83.51338,18.45,2019
29.85951,-83.82344,19.07,2011
30.16842,-83.26875,18.29,2003
30.01258,-83.50436,14.58,2000
30.10281,-83.76685,19.51,2001
30.01572,-83.48394,21.12,2016
29.87946,-83.7885,28.12,2004
29.86362,-83.84562,30.25,2015
30.15427,-83.55327,30.39,2006
29.88128,-83.64337,17.81,2017
29.98194,-83.62084,26.92,2014
30.13216,-83.50243,26.98,2019
30.17737,-83.47663,21.92,2001
30.00548,-83.60114,25.37,2016
30.06791,-83.90588,18.45,2009
30.1633,-83.74798,26.28,2010
30.14749,-83.38331,24.96,2006
30.18411,-83.68253,19.26,2000
29.94582,-83.65949,24.48,2014
30.19211,-83.41758,22.57,2020
30.35804,-83.58293,37.63,2019
30.22696,-83.52974,21.75,2000
30.15521,-83.75198,23.86,2017
30.27737,-83.54737,27.3,2017
30.02199,-83.58722,23.25,2021
29.93974,-83.55448,24.8,2018
30.09169,-83.59897,34.05,2010
30.00241,-83.61216,18.91,2007
29.75102,-83.82457,26.39,2009
30.08443,-83.6853,23.6,2016
29.87629,-83.6214,19.86,2010
30.08928,-83.83554,25.58,2005
30.10285,-83.4693,25.59,2005
30.10988,-83.64481,23.01,2012
30.25247,-83.70653,21.85,2019
30.22805,-83.60051,34.11,2014
29.88684,-83.578,22.01,2018
30.07446,-83.67526,26.16,2002
30.31839,-83.64808,28.58,2015
30.06742,-83.26808,34.2,2015
30.49368,-83.95389,23.25,2004
29.94556,-83.56378,12.76,2017
30.10368,-83.53999,31.13,2012
30.1012,-83.65782,23.52,2004
30.02666,-83.58415,28.57,2011
29.98019,-83.5531,22.62,2022
30.1098,-83.73828,28.1,2010
30.04477,-83.52387,36.19,2019
30.12682,-83.4359,21.17,2022
29.94852,-83.76205,24.29,2019
29.96335,-83.54476,32.87,2014
29.98194,-83.52561,31.47,2010
30.0804,-83.77725,12.59,2000
29.82297,-83.4124,24.67,2013
29.96676,-83.61091,23.92,2008
30.27142,-83.48406,28.57,2009
30.10969,-83.3874,33.73,2002
29.95651,-83.60959,21.69,2015
30.18069,-83.51964,21.73,2006
29.76479,-83.50172,29.18,2016
30.00999,-83.49243,14.29,2020
30.23039,-83.51725,23.18,2002
29.99869,-83.83286,35.63,2003
29.91468,-83.41822,26.07,2003
29.96891,-83.80629,13.88,2013
30.1586,-83.81378,13.29,2008
30.20671,-83.66926,31.37,2018
30.23897,-83.72316,26.49,2022
30.19051,-83.56857,16.19,2010
30.24693,-83.73264,25.8,2007
29.95434,-83.74527,23.45,2004
29.98543,-83.71526,23.56,2004
29.83848,-83.49873,16.48,2005
30.14945,-83.72993,28.2,2000
30.11829,-83.59792,37.13,2015
29.88807,-83.7284,27.18,2022
30.14992,-83.62162,24.95,2018
30.07592,-83.39278,26.48,2008
29.95931,-83.42408,18.32,2004
30.06964,-83.72815,20.03,2015
30.4125,-83.3302,19.15,2019
29.96892,-83.78443,26.6,2009
29.99775,-83.49859,8.21,2004
29.87371,-83.63366,21.23,2014
30.12059,-83.29574,20.58,2022
29.90123,-83.63406,18.43,2011
30.2153,-83.61537,24.66,2016
30.04361,-83.67011,15.68,2000
30.16222,-83.36915,23.99,2001
29.91243,-83.57384,24.92,2020
29.93358,-83.66517,20.37,2019
30.27529,-83.54546,10.62,2019
29.89312,-83.95624,26.02,2011
29.92283,-83.54957,17.05,2020
30.11428,-83.49437,10.01,2000
30.17789,-83.34476,25.99,2016
30.26021,-83.38466,20.5,2000
30.1191,-83.27994,25.81,2013
30.1802,-83.85913,23.89,2016
30.1836,-83.56861,26.86,2004
29.83406,-83.59378,21.9,2010
29.90565,-83.59558,19.95,2003
30.01461,-83.60559,31.38,2020
29.97388,-83.59495,29.65,2015
30.01512,-83.32324,20.07,2005
30.28519,-83.34751,26.27,2005
29.98829,-83.76032,24.6,2012
30.16241,-83.73242,29.02,2002
30.36103,-83.53371,32.65,2017
29.93132,-83.89078,25.48,2020
30.13961,-83.53372,22.78,2002
29.96126,-83.80398,23.34,2014
30.0161,-83.29595,26.12,2001
30.18696,-83.71932,33.76,2009
30.30574,-83.50654,21.74,2014
30.19544,-83.48976,26.04,2015
30.04277,-83.3503,27.77,2010
30.25743,-83.6316,29.42,2016
30.05008,-83.62329,19.45,2012
29.95186,-83.63537,24.09,2000
30.33649,-83.61067,14.34,2016
30.13473,-83.77635,27.41,2004
29.96258,-83.71509,11.2,2002
30.03655,-83.70379,24.21,2010
30.08692,-83.58,26.28,2018
30.21392,-83.53164,26.2,2016
30.12478,-83.76385,14.26,2017
30.22181,-83.53296,29.55,2006
30.03387,-83.90916,27.48,2006
