latitude,longitude,county
28.075,-82.14147,Hillsborough
28.09304,-82.31783,Hillsborough
27.71117,-82.14614,Hillsborough
27.69916,-82.41756,Hillsborough
28.01351,-82.28169,Hillsborough
28.14533,-82.35062,Hillsborough
27.63973,-82.39239,Hillsborough
27.92681,-82.40399,Hillsborough
28.11752,-82.38813,Hillsborough
27.67888,-82.27811,Hillsborough
27.72326,-82.08822,Hillsborough
27.94159,-82.56611,Hillsborough
28.06623,-81.98514,Hillsborough
27.59138,-82.21093,Hillsborough
27.97454,-82.32295,Hillsborough
27.95287,-82.27425,Hillsborough
27.79328,-82.13271,Hillsborough
27.69217,-82.04838,Hillsborough
28.13526,-82.53266,Hillsborough
27.89917,-82.13134,Hillsborough
27.82439,-82.37501,Hillsborough
27.83803,-82.17021,Hillsborough
27.80642,-82.35151,Hillsborough
27.98319,-82.38197,Hillsborough
27.76657,-82.5566,Hillsborough
27.66619,-82.53169,Hillsborough
27.63504,-82.46194,Hillsborough
27.94623,-82.34167,Hillsborough
27.7727,-82.50677,Hillsborough
27.74702,-82.56374,Hillsborough
27.70967,-82.23999,Hillsborough
27.68369,-82.34733,Hillsborough
27.80482,-81.9761,Hillsborough
27.62327,-82.32023,Hillsborough
27.8486,-82.46875,Hillsborough
27.94854,-82.32604,Hillsborough
27.73539,-82.28435,Hillsborough
27.95993,-82.14834,Hillsborough
27.80606,-82.12355,Hillsborough
27.86969,-82.65431,Hillsborough
27.98056,-82.36256,Hillsborough
27.76412,-82.20628,Hillsborough
27.82737,-82.1934,Hillsborough
27.88726,-82.23445,Hillsborough
28.00464,-82.27713,Hillsborough
27.74107,-82.20836,Hillsborough
27.90335,-82.04165,Hillsborough
27.97372,-82.23433,Hillsborough
27.78221,-82.41255,Hillsborough
27.91489,-82.53025,Hillsborough
27.71978,-82.36672,Hillsborough
27.88801,-82.31888,Hillsborough
28.07203,-82.41165,Hillsborough
28.00485,-82.37227,Hillsborough
27.87012,-82.31041,Hillsborough
27.58157,-82.33978,Hillsborough
27.80171,-82.4932,Hillsborough
27.6094,-82.41821,Hillsborough
27.61087,-82.216,Hillsborough
27.86315,-82.60904,Hillsborough
27.79628,-82.23374,Hillsborough
27.80839,-82.39331,Hillsborough
27.84315,-82.36975,Hillsborough
27.63824,-82.357,Hillsborough
27.81405,-81.89512,Hillsborough
27.8672,-82.42017,Hillsborough
28.05223,-82.37403,Hillsborough
27.93901,-82.48461,Hillsborough
28.13951,-82.44666,Hillsborough
27.9578,-82.17562,Hillsborough
27.85311,-82.35002,Hillsborough
27.99032,-82.24487,Hillsborough
27.73212,-82.32205,Hillsborough
27.75441,-82.46479,Hillsborough
27.80015,-82.16274,Hillsborough
28.14587,-81.94876,Hillsborough
27.89129,-82.47958,Hillsborough
27.7507,-82.10245,Hillsborough
27.66309,-82.39881,Hillsborough
27.81283,-82.0805,Hillsborough
27.74395,-82.18034,Hillsborough
28.10226,-82.37568,Hillsborough
27.97169,-82.58696,Hillsborough
27.88642,-82.38311,Hillsborough
27.50274,-82.28603,Hillsborough
27.9547,-82.61078,Hillsborough
27.68251,-82.46539,Hillsborough
27.81851,-82.39718,Hillsborough
27.75245,-82.50521,Hillsborough
27.9472,-82.42319,Hillsborough
27.88355,-82.38537,Hillsborough
27.97041,-82.37376,Hillsborough
28.03268,-82.33414,Hillsborough
28.03691,-82.15795,Hillsborough
27.67509,-82.20801,Hillsborough
28.17455,-82.49977,Hillsborough
27.89509,-82.40501,Hillsborough
27.96789,-82.26992,Hillsborough
27.79693,-82.14787,Hillsborough
27.76807,-82.3713,Hillsborough
28.05763,-82.04917,Hillsborough
27.82105,-82.22953,Hillsborough
27.93389,-82.5937,Hillsborough
27.7529,-82.53553,Hillsborough
27.82249,-82.41419,Hillsborough
27.9043,-82.15324,Hillsborough
27.96506,-81.94143,Hillsborough
27.86251,-82.22846,Hillsborough
27.96382,-82.11799,Hillsborough
27.84168,-82.21983,Hillsborough
28.15088,-82.46101,Hillsborough
27.88847,-82.27234,Hillsborough
27.83304,-82.48479,Hillsborough
28.18224,-82.38537,Hillsborough
28.16705,-82.4283,Hillsborough
27.86811,-82.22724,Hillsborough
27.86827,-82.48843,Hillsborough
27.78913,-82.30801,Hillsborough
27.79742,-82.33644,Hillsborough
27.55238,-82.43595,Hillsborough
27.87223,-82.42895,Hillsborough
27.74699,-82.48606,Hillsborough
27.91086,-82.12099,Hillsborough
27.68464,-82.39254,Hillsborough
28.05047,-82.29849,Hillsborough
27.88556,-82.41941,Hillsborough
27.90204,-82.36556,Hillsborough
27.56328,-82.46023,Hillsborough
27.59976,-82.15118,Hillsborough
28.02669,-82.47139,Hillsborough
28.02395,-81.97291,Hillsborough
27.80405,-82.14991,Hillsborough
27.95583,-82.38645,Hillsborough
27.72969,-82.43561,Hillsborough
27.83918,-82.70663,Hillsborough
27.98169,-82.39955,Hillsborough
27.97072,-82.41456,Hillsborough
28.36173,-82.60522,Hillsborough
27.75631,-82.2414,Hillsborough
28.2632,-82.50283,Hillsborough
28.1817,-82.49122,Hillsborough
28.09918,-82.33839,Hillsborough
28.24342,-82.07557,Hillsborough
27.80025,-81.8979,Hillsborough
27.72688,-82.3983,Hillsborough
28.17842,-82.46316,Hillsborough
27.80123,-82.32988,Hillsborough
27.96968,-82.29037,Hillsborough
27.78516,-82.31968,Hillsborough
27.99816,-82.11839,Hillsborough
27.95054,-82.54296,Hillsborough
27.90438,-82.44557,Hillsborough
28.10313,-82.60802,Hillsborough
27.9862,-82.51407,Hillsborough
28.0959,-82.23124,Hillsborough
27.93378,-82.27224,Hillsborough
27.84812,-82.24593,Hillsborough
27.89236,-82.23739,Hillsborough
27.90902,-82.7321,Hillsborough
27.8209,-82.11631,Hillsborough
28.12369,-82.3339,Hillsborough
27.88059,-82.40163,Hillsborough
27.99711,-82.26083,Hillsborough
27.74922,-82.24811,Hillsborough
28.08987,-82.49705,Hillsborough
27.87123,-82.27861,Hillsborough
28.0113,-82.41476,Hillsborough
27.81858,-82.42144,Hillsborough
27.95933,-82.28392,Hillsborough
27.89701,-82.56009,Hillsborough
27.73214,-82.25193,Hillsborough
27.71195,-82.31514,Hillsborough
27.84444,-82.44274,Hillsborough
27.90411,-82.09184,Hillsborough
27.94448,-82.39553,Hillsborough
27.6731,-82.27112,Hillsborough
28.07505,-82.25646,Hillsborough
28.07956,-82.2766,Hillsborough
27.6993,-82.35692,Hillsborough
27.98083,-82.23896,Hillsborough
27.82407,-82.35976,Hillsborough
27.95634,-82.15422,Hillsborough
28.05481,-82.25047,Hillsborough
27.96102,-82.50789,Hillsborough
27.73045,-82.36415,Hillsborough
28.0604,-82.28912,Hillsborough
27.98641,-82.58124,Hillsborough
27.67491,-82.17754,Hillsborough
27.89467,-82.55231,Hillsborough
28.03585,-82.31026,Hillsborough
28.35453,-82.1575,Hillsborough
27.95339,-82.37327,Hillsborough
27.93577,-82.36581,Hillsborough
27.67843,-82.20716,Hillsborough
27.94233,-82.77422,Hillsborough
27.80213,-82.47763,Hillsborough
28.05106,-82.35678,Hillsborough
28.12906,-82.59509,Hillsborough
27.73433,-82.18567,Hillsborough
27.7991,-82.51303,Hillsborough
27.81889,-82.46701,Hillsborough
27.98306,-82.1778,Hillsborough
27.65561,-82.39478,Hillsborough
27.90219,-82.33734,Hillsborough
28.02832,-82.33154,Hillsborough
27.81071,-82.52123,Hillsborough
27.61899,-82.40715,Hillsborough
27.90222,-82.20805,Hillsborough
27.84182,-81.99215,Hillsborough
27.88822,-82.42443,Hillsborough
27.95861,-82.49947,Hillsborough
27.93217,-82.66787,Hillsborough
28.00412,-82.33973,Hillsborough
27.93243,-82.32616,Hillsborough
27.70384,-82.48839,Hillsborough
28.14123,-82.27383,Hillsborough
27.80802,-82.28515,Hillsborough
27.96279,-82.04901,Hillsborough
28.07099,-82.28668,Hillsborough
27.83083,-82.07531,Hillsborough
27.88436,-82.48406,Hillsborough
27.71208,-82.48281,Hillsborough
27.84393,-82.23213,Hillsborough
28.04063,-82.17274,Hillsborough
27.92356,-82.22195,Hillsborough
28.24793,-82.20982,Hillsborough
28.14684,-82.58264,Hillsborough
27.78576,-82.46567,Hillsborough
27.48774,-82.33865,Hillsborough
28.11444,-82.43244,Hillsborough
27.9301,-82.48152,Hillsborough
27.82427,-82.30606,Hillsborough
27.71585,-82.1692,Hillsborough
27.60451,-82.30038,Hillsborough
27.82431,-82.12067,Hillsborough
28.01732,-82.67096,Hillsborough
27.52695,-82.50421,Hillsborough
27.82266,-82.37911,Hillsborough
27.90466,-82.24627,Hillsborough
27.68964,-82.62728,Hillsborough
27.93888,-82.40559,Hillsborough
27.88408,-82.44884,Hillsborough
27.87333,-82.12108,Hillsborough
27.65002,-82.53873,Hillsborough
27.99881,-82.10862,Hillsborough
27.86833,-82.54446,Hillsborough
27.59183,-82.30988,Hillsborough
27.7076,-82.01496,Hillsborough
28.26061,-82.31515,Hillsborough
27.97476,-82.36816,Hillsborough
28.07584,-82.35047,Hillsborough
27.90976,-82.1405,Hillsborough
27.99643,-82.02183,Hillsborough
27.64793,-82.43556,Hillsborough
27.7608,-82.22037,Hillsborough
27.82399,-82.25724,Hillsborough
27.71998,-82.36453,Hillsborough
28.25374,-82.09769,Hillsborough
27.61071,-82.29385,Hillsborough
28.02726,-82.42598,Hillsborough
27.73023,-82.24805,Hillsborough
27.91553,-82.26491,Hillsborough
27.87566,-81.991,Hillsborough
27.75927,-82.42638,Hillsborough
27.97929,-82.23731,Hillsborough
27.68768,-82.15021,Hillsborough
27.67545,-82.34901,Hillsborough
27.85272,-82.45897,Hillsborough
28.07452,-82.71145,Hillsborough
27.78746,-82.48903,Hillsborough
28.03473,-82.11124,Hillsborough
28.01942,-82.13513,Hillsborough
27.55742,-82.32481,Hillsborough
27.68701,-82.40774,Hillsborough
27.93768,-82.33543,Hillsborough
28.11187,-82.65471,Hillsborough
27.7713,-82.57802,Hillsborough
27.64763,-82.19511,Hillsborough
27.92809,-82.11028,Hillsborough
28.08252,-82.3395,Hillsborough
27.75068,-82.19726,Hillsborough
27.79349,-82.53471,Hillsborough
27.72284,-82.33123,Hillsborough
28.09489,-82.3419,Hillsborough
28.08856,-82.33593,Hillsborough
27.83433,-81.93094,Hillsborough
28.18044,-82.31968,Hillsborough
27.77184,-82.59779,Hillsborough
27.96181,-82.38935,Hillsborough
27.97192,-82.30025,Hillsborough
27.96719,-82.1741,Hillsborough
27.94839,-82.46141,Hillsborough
27.78134,-82.2602,Hillsborough
27.73494,-82.23938,Hillsborough
28.00999,-82.35676,Hillsborough
27.77966,-82.62356,Hillsborough
27.72691,-82.60039,Hillsborough
27.90411,-82.41811,Hillsborough
27.75822,-82.21562,Hillsborough
27.91992,-82.34267,Hillsborough
27.98595,-82.19039,Hillsborough
27.65317,-82.24117,Hillsborough
27.62142,-82.47234,Hillsborough
28.05587,-82.24355,Hillsborough
28.00237,-82.32196,Hillsborough
28.1176,-82.58728,Hillsborough
27.85301,-82.34271,Hillsborough
28.21343,-82.19191,Hillsborough
28.05992,-82.46725,Hillsborough
28.24645,-82.27734,Hillsborough
27.74509,-81.98881,Hillsborough
27.68026,-82.48378,Hillsborough
27.86396,-82.50098,Hillsborough
27.98119,-82.30738,Hillsborough
27.91748,-82.05835,Hillsborough
27.64837,-82.13958,Hillsborough
27.773,-82.12483,Hillsborough
28.1934,-81.99556,Hillsborough
27.87066,-82.52914,Hillsborough
27.9505,-82.35822,Hillsborough
27.62852,-82.23673,Hillsborough
27.75791,-82.12793,Hillsborough
28.04864,-82.39333,Hillsborough
27.90557,-82.38736,Hillsborough
27.82956,-81.87286,Hillsborough
27.75583,-82.34148,Hillsborough
28.05269,-82.40919,Hillsborough
27.8032,-82.55468,Hillsborough
28.08357,-82.24035,Hillsborough
27.97237,-82.58235,Hillsborough
27.97755,-82.30606,Hillsborough
27.84794,-82.56202,Hillsborough
27.89127,-82.48411,Hillsborough
27.91233,-82.34025,Hillsborough
27.84792,-82.21417,Hillsborough
27.88983,-82.26852,Hillsborough
27.96443,-82.19474,Hillsborough
27.75153,-82.40318,Hillsborough
28.04199,-82.32636,Hillsborough
28.07337,-82.23523,Hillsborough
27.83152,-82.2144,Hillsborough
27.86035,-82.20268,Hillsborough
28.18548,-82.18189,Hillsborough
28.25258,-82.58894,Hillsborough
27.81555,-82.39102,Hillsborough
27.83836,-82.29264,Hillsborough
27.84331,-82.17966,Hillsborough
28.05165,-82.28633,Hillsborough
27.74412,-82.2657,Hillsborough
28.00384,-82.2955,Hillsborough
27.90462,-82.13435,Hillsborough
27.81555,-82.40647,Hillsborough
28.00273,-82.26826,Hillsborough
28.0313,-82.39374,Hillsborough
27.69754,-82.54059,Hillsborough
27.83337,-82.22797,Hillsborough
28.02201,-82.62965,Hillsborough
27.98222,-82.36343,Hillsborough
27.73952,-82.01262,Hillsborough
27.94065,-82.22258,Hillsborough
28.2954,-82.43949,Hillsborough
27.83889,-82.12069,Hillsborough
27.69862,-82.33861,Hillsborough
27.90712,-82.20059,Hillsborough
27.96243,-82.49063,Hillsborough
28.04973,-82.21985,Hillsborough
27.73815,-82.45592,Hillsborough
27.81903,-82.527,Hillsborough
28.06396,-82.39987,Hillsborough
27.85721,-82.50981,Hillsborough
27.83924,-82.12132,Hillsborough
28.01524,-82.59908,Hillsborough
27.74759,-82.25212,Hillsborough
27.82329,-82.4352,Hillsborough
27.76748,-82.55498,Hillsborough
27.91467,-82.40856,Hillsborough
28.07562,-82.36027,Hillsborough
27.75136,-82.24315,Hillsborough
28.10731,-82.4633,Hillsborough
27.6378,-82.42376,Hillsborough
27.69211,-82.09719,Hillsborough
27.68629,-82.40047,Hillsborough
28.12692,-82.21583,Hillsborough
27.8209,-82.47059,Hillsborough
27.87205,-82.38698,Hillsborough
28.13045,-82.37382,Hillsborough
27.6921,-82.19819,Hillsborough
28.05963,-82.38493,Hillsborough
28.01891,-82.34211,Hillsborough
27.71415,-82.36249,Hillsborough
27.72372,-82.44766,Hillsborough
27.75541,-82.29874,Hillsborough
27.92872,-82.55323,Hillsborough
27.75834,-82.35041,Hillsborough
27.97151,-82.33887,Hillsborough
27.56015,-82.15182,Hillsborough
28.17294,-82.1061,Hillsborough
27.98379,-82.24651,Hillsborough
27.79925,-82.32096,Hillsborough
27.72588,-82.33125,Hillsborough
27.67983,-82.25988,Hillsborough
27.8454,-82.23187,Hillsborough
27.92812,-82.42077,Hillsborough
28.4206,-82.6078,Pasco
28.26213,-82.51687,Pasco
28.40639,-82.4508,Pasco
28.33861,-82.36486,Pasco
27.96451,-82.57246,Pasco
28.31658,-82.29522,Pasco
28.38188,-82.25256,Pasco
28.26831,-82.4256,Pasco
28.22853,-82.5023,Pasco
28.18125,-82.51769,Pasco
28.27276,-82.53317,Pasco
28.3038,-82.70006,Pasco
28.36119,-82.41462,Pasco
28.36381,-82.50628,Pasco
28.22732,-82.29952,Pasco
28.27791,-82.15592,Pasco
28.09893,-82.47537,Pasco
28.13879,-82.5525,Pasco
28.18703,-82.50874,Pasco
28.41195,-82.60358,Pasco
28.38723,-82.64605,Pasco
28.24201,-82.25127,Pasco
28.36607,-82.40106,Pasco
28.39011,-82.35764,Pasco
28.3898,-82.23928,Pasco
28.1515,-82.45012,Pasco
28.39113,-82.3328,Pasco
28.3798,-82.25317,Pasco
28.22836,-82.63301,Pasco
28.48195,-82.44011,Pasco
28.22154,-82.43489,Pasco
28.23818,-82.29611,Pasco
28.42729,-82.39542,Pasco
28.37734,-82.43534,Pasco
28.44679,-82.77795,Pasco
28.13295,-82.44571,Pasco
28.24087,-82.57592,Pasco
28.38866,-82.57991,Pasco
28.33108,-82.42223,Pasco
28.30825,-82.55857,Pasco
28.27238,-82.26455,Pasco
28.37772,-82.30231,Pasco
28.28855,-82.68343,Pasco
28.2333,-82.46155,Pasco
28.48612,-82.27756,Pasco
28.36075,-82.56248,Pasco
28.31837,-82.47743,Pasco
28.26518,-82.61639,Pasco
28.36634,-82.44427,Pasco
28.41503,-82.64901,Pasco
28.13884,-81.91858,Pasco
28.17415,-82.39888,Pasco
28.3626,-82.58045,Pasco
28.54705,-82.44938,Pasco
28.32138,-82.17997,Pasco
28.18688,-82.50973,Pasco
28.25059,-82.63629,Pasco
28.33945,-82.37235,Pasco
28.32621,-82.34622,Pasco
28.42379,-82.39157,Pasco
28.26547,-82.26548,Pasco
28.20038,-82.24032,Pasco
28.27241,-82.33063,Pasco
28.5612,-82.76387,Pasco
28.27251,-82.49776,Pasco
28.54416,-82.49818,Pasco
28.69025,-82.65849,Pasco
28.34998,-82.49524,Pasco
28.37223,-82.52082,Pasco
28.2355,-82.70066,Pasco
28.31547,-82.6542,Pasco
28.11272,-82.42758,Pasco
28.28265,-82.29313,Pasco
28.1065,-82.3798,Pasco
28.34612,-82.48324,Pasco
28.18508,-82.45131,Pasco
28.42641,-82.49345,Pasco
28.42116,-82.47915,Pasco
28.54665,-82.43617,Pasco
28.2749,-82.67035,Pasco
28.09592,-82.38548,Pasco
28.26747,-82.39978,Pasco
28.2021,-82.46151,Pasco
28.21081,-82.39779,Pasco
28.2688,-82.17335,Pasco
28.2016,-82.28001,Pasco
28.14921,-82.50654,Pasco
28.17966,-82.25987,Pasco
28.36249,-82.42038,Pasco
28.33353,-82.59506,Pasco
28.50062,-82.2413,Pasco
28.2951,-82.4381,Pasco
28.39283,-82.46506,Pasco
28.27137,-82.51047,Pasco
28.25054,-82.50808,Pasco
28.40437,-82.48695,Pasco
28.23874,-82.52964,Pasco
28.08557,-82.21689,Pasco
28.37273,-82.31609,Pasco
28.22422,-82.23162,Pasco
28.32076,-82.23227,Pasco
28.29809,-82.44639,Pasco
28.2245,-82.42892,Pasco
28.33217,-82.22654,Pasco
28.52018,-82.42714,Pasco
28.47432,-82.82862,Pasco
28.23275,-82.40429,Pasco
28.42686,-82.3795,Pasco
28.29198,-82.50599,Pasco
28.18563,-82.16802,Pasco
28.46048,-82.25299,Pasco
28.30152,-82.51643,Pasco
28.37932,-82.44352,Pasco
28.28168,-82.44355,Pasco
28.20949,-82.56461,Pasco
28.26534,-82.63812,Pasco
28.38555,-82.32009,Pasco
28.18996,-82.70132,Pasco
28.35628,-82.4059,Pasco
28.30293,-82.63082,Pasco
28.02576,-82.19525,Pasco
28.26905,-82.36787,Pasco
28.28988,-82.38086,Pasco
28.11721,-82.50374,Pasco
28.10618,-82.59546,Pasco
28.19861,-82.69834,Pasco
28.23405,-82.54166,Pasco
28.13037,-82.459,Pasco
28.29838,-82.55969,Pasco
28.58771,-82.3373,Pasco
28.4604,-82.48696,Pasco
28.42778,-82.33052,Pasco
28.15435,-82.53756,Pasco
28.71688,-82.4988,Pasco
28.36962,-82.47069,Pasco
28.41889,-82.58223,Pasco
28.15624,-82.27779,Pasco
28.32839,-82.7943,Pasco
28.30335,-82.46602,Pasco
28.40163,-82.39409,Pasco
28.34893,-82.42749,Pasco
28.34154,-82.60483,Pasco
28.18347,-82.56188,Pasco
28.10821,-82.32728,Pasco
28.45409,-82.3522,Pasco
28.21402,-82.51681,Pasco
28.2371,-82.28086,Pasco
28.37531,-82.19134,Pasco
28.16135,-82.47227,Pasco
28.11972,-82.64267,Pasco
28.2778,-82.48801,Pasco
28.22667,-82.65947,Pasco
28.32814,-82.48059,Pasco
28.43083,-82.36128,Pasco
28.11242,-82.38342,Pasco
28.21436,-82.22085,Pasco
28.29577,-82.512,Pasco
28.24186,-82.65463,Pasco
28.48225,-82.13693,Pasco
28.05264,-82.47601,Pasco
28.28421,-82.52498,Pasco
28.47411,-82.26162,Pasco
28.26492,-82.14381,Pasco
28.30469,-82.47459,Pasco
28.34001,-82.54668,Pasco
28.5078,-82.35182,Pasco
28.24924,-82.46653,Pasco
28.17019,-82.40246,Pasco
28.11501,-82.43955,Pasco
28.22604,-82.35891,Pasco
28.44909,-82.32747,Pasco
28.28247,-82.54148,Pasco
28.25715,-82.44238,Pasco
28.36977,-82.52125,Pasco
28.16168,-82.4152,Pasco
28.49431,-82.17226,Pasco
28.41343,-82.58161,Pasco
28.50143,-82.56093,Pasco
28.18981,-82.37885,Pasco
28.10261,-82.32536,Pasco
28.29233,-82.38293,Pasco
28.18225,-82.31896,Pasco
28.37338,-82.49196,Pasco
28.43518,-82.82042,Pasco
28.35181,-82.45538,Pasco
28.18632,-82.41466,Pasco
28.37147,-82.54539,Pasco
28.28291,-82.44592,Pasco
28.35618,-82.26457,Pasco
28.23366,-82.25168,Pasco
28.1135,-82.39699,Pasco
28.0541,-82.42974,Pasco
28.40328,-82.15072,Pasco
28.30706,-82.54701,Pasco
28.44679,-82.43411,Pasco
28.31406,-82.30887,Pasco
28.45626,-82.68769,Pasco
28.30737,-82.44234,Pasco
28.14705,-82.67222,Pasco
28.29044,-82.50631,Pasco
28.19637,-82.45964,Pasco
28.2498,-82.43748,Pasco
28.52548,-82.44431,Pasco
28.56889,-82.26209,Pasco
28.43836,-82.54418,Pasco
28.25804,-82.57152,Pasco
28.35947,-82.44959,Pasco
28.36316,-82.39674,Pasco
28.324,-82.49104,Pasco
28.16086,-82.50316,Pasco
28.40248,-82.46344,Pasco
28.29142,-82.3159,Pasco
28.36972,-82.6509,Pasco
28.2885,-82.5646,Pasco
28.29225,-82.38419,Pasco
28.37285,-82.20208,Pasco
28.22838,-82.48218,Pasco
28.38209,-82.30244,Pasco
28.15251,-82.3418,Pasco
28.39516,-82.4615,Pasco
28.2598,-82.33523,Pasco
28.36109,-82.3827,Pasco
28.19535,-82.68629,Pasco
28.28656,-82.47877,Pasco
28.36552,-82.54933,Pasco
28.39076,-82.38143,Pasco
28.19416,-82.30486,Pasco
28.25096,-82.5396,Pasco
28.33587,-82.4421,Pasco
28.17058,-82.35132,Pasco
28.29869,-82.54842,Pasco
28.04918,-82.37902,Pasco
28.31416,-82.42293,Pasco
28.49689,-82.79616,Pasco
28.4815,-82.24498,Pasco
28.15985,-82.2949,Pasco
28.18389,-82.58908,Pasco
28.2855,-82.17865,Pasco
28.35172,-82.43287,Pasco
28.42665,-82.52902,Pasco
28.51414,-82.2154,Pasco
28.36138,-82.55272,Pasco
28.4533,-82.39786,Pasco
28.39204,-82.27747,Pasco
28.36241,-82.56906,Pasco
28.51312,-82.40006,Pasco
28.34635,-82.35204,Pasco
28.34458,-82.33304,Pasco
28.32824,-82.4654,Pasco
28.22132,-82.51312,Pasco
28.25879,-82.29851,Pasco
28.25182,-82.45588,Pasco
28.28555,-82.36366,Pasco
28.3928,-82.15765,Pasco
28.10079,-82.4726,Pasco
28.38194,-82.68097,Pasco
28.54901,-82.4566,Pasco
28.18646,-82.30118,Pasco
27.98568,-82.40965,Pasco
28.15822,-82.44213,Pasco
28.35349,-82.32667,Pasco
28.35882,-82.14165,Pasco
28.30886,-82.4889,Pasco
28.47533,-82.44934,Pasco
28.3598,-83.00303,Pasco
28.36481,-82.45069,Pasco
28.23781,-82.53386,Pasco
28.42915,-82.73196,Pasco
28.75033,-82.27496,Pasco
28.35288,-82.16825,Pasco
28.33928,-82.56798,Pasco
28.44687,-82.67395,Pasco
28.38581,-82.26867,Pasco
28.3765,-82.64752,Pasco
28.32933,-82.4576,Pasco
28.19386,-82.77061,Pasco
28.13047,-82.5116,Pasco
28.46095,-82.0463,Pasco
28.42252,-82.55272,Pasco
28.23979,-82.28525,Pasco
28.38777,-82.3841,Pasco
28.33405,-82.2685,Pasco
28.61974,-82.43863,Pasco
28.32271,-82.36787,Pasco
28.23391,-82.75355,Pasco
28.3706,-82.5449,Pasco
28.48827,-82.41391,Pasco
28.51413,-82.56263,Pasco
28.46176,-82.67332,Pasco
28.43409,-82.47393,Pasco
28.43405,-82.49121,Pasco
28.39759,-82.36812,Pasco
28.35479,-82.3767,Pasco
28.5403,-82.52027,Pasco
28.50069,-82.49064,Pasco
28.47259,-82.10542,Pasco
28.18584,-82.74831,Pasco
28.32341,-82.53891,Pasco
28.22471,-82.48708,Pasco
28.22367,-82.23537,Pasco
28.46093,-82.27425,Pasco
28.63064,-82.55022,Pasco
27.94296,-82.15063,Pasco
28.33582,-82.44796,Pasco
28.04218,-82.63329,Pasco
28.39894,-82.46047,Pasco
27.99214,-82.57449,Pasco
28.45003,-82.25715,Pasco
28.33062,-82.03474,Pasco
28.44682,-82.18113,Pasco
28.49066,-82.32113,Pasco
28.10849,-82.66885,Pasco
28.19399,-82.40305,Pasco
28.30015,-82.38642,Pasco
28.29714,-82.37168,Pasco
28.44122,-82.43886,Pasco
28.25882,-82.81485,Pasco
28.42473,-82.55059,Pasco
28.16999,-82.31592,Pasco
28.43134,-82.34276,Pasco
28.43628,-82.59645,Pasco
28.26722,-82.51865,Pasco
28.54737,-82.31648,Pasco
28.26512,-82.31967,Pasco
28.35358,-82.45679,Pasco
28.36676,-82.31837,Pasco
28.27967,-82.61882,Pasco
28.35071,-82.47776,Pasco
28.13621,-82.54986,Pasco
28.26433,-82.43612,Pasco
28.38032,-82.47038,Pasco
28.36434,-82.49339,Pasco
28.37803,-82.38236,Pasco
28.38139,-82.23449,Pasco
28.25955,-82.66784,Pasco
28.28886,-82.32425,Pasco
28.30357,-82.39451,Pasco
28.05366,-82.55928,Pasco
28.37704,-82.32878,Pasco
28.19269,-82.38752,Pasco
28.19833,-82.6048,Pasco
28.31015,-82.40896,Pasco
28.35668,-82.3356,Pasco
28.53983,-82.30433,Pasco
28.2484,-82.30562,Pasco
28.09014,-82.4256,Pasco
28.45065,-82.34288,Pasco
28.41844,-82.16686,Pasco
28.19407,-82.32635,Pasco
28.28665,-82.2806,Pasco
28.31682,-82.32816,Pasco
28.52119,-82.34978,Pasco
28.27,-82.49258,Pasco
28.20075,-82.29155,Pasco
28.48766,-82.47494,Pasco
28.04126,-82.53059,Pasco
28.36206,-82.57539,Pasco
28.01994,-82.50355,Pasco
28.00825,-82.39346,Pasco
28.24265,-82.43138,Pasco
28.48542,-82.56983,Pasco
27.99285,-82.44406,Pasco
28.36706,-82.64442,Pasco
28.24731,-82.48965,Pasco
28.30398,-82.52802,Pasco
28.68088,-82.47753,Pasco
28.32667,-82.50932,Pasco
27.92204,-82.24253,Pasco
27.84858,-82.24597,Pasco
28.11104,-82.63433,Pasco
28.28443,-82.12599,Pasco
28.3457,-82.46735,Pasco
28.19021,-82.34695,Pasco
28.24708,-82.33793,Pasco
28.01922,-82.36443,Pasco
28.34547,-82.63451,Pasco
28.15233,-82.46107,Pasco
28.23043,-82.39853,Pasco
28.09484,-82.56649,Pasco
28.6023,-82.56046,Pasco
28.23907,-82.46532,Pasco
28.26018,-82.26741,Pasco
28.21818,-82.31775,Pasco
28.17767,-82.32945,Pasco
28.26939,-82.46499,Pasco
28.28733,-82.36131,Pasco
28.12933,-82.57877,Pasco
28.59132,-82.36757,Pasco
28.24839,-82.34818,Pasco
28.2914,-82.76195,Pasco
28.32307,-82.45743,Pasco
28.34993,-82.55079,Pasco
28.26848,-82.27668,Pasco
28.27843,-82.50134,Pasco
28.3522,-82.49637,Pasco
28.4527,-82.46495,Pasco
28.35196,-82.54069,Pasco
28.12156,-82.33714,Pasco
28.33747,-82.34885,Pasco
28.40535,-82.6501,Pasco
28.31713,-82.72683,Pasco
28.37427,-82.59524,Pasco
28.36682,-82.33619,Pasco
28.22286,-82.4433,Pasco
28.47479,-82.67651,Pasco
28.39204,-82.42307,Pasco
28.43558,-82.67622,Pasco
28.30051,-82.2821,Pasco
28.49436,-82.55,Pasco
28.26003,-82.17668,Pasco
28.09697,-82.44654,Pasco
28.32537,-82.41499,Pasco
28.1664,-82.30208,Pasco
28.42706,-82.18029,Pasco
28.18661,-82.50888,Pasco
28.45681,-82.18041,Pasco
28.29857,-82.65851,Pasco
28.2691,-82.30205,Pasco
28.39697,-82.28085,Pasco
28.57526,-82.50168,Pasco
28.17067,-82.61199,Pasco
